id,genre,track_name,artist_name,danceability,valence,energy,tempo,loudness,speechiness,instrumentalness
2G6d1OttEYLmDJ2KzpJxvm,edm,Never Mind,Infected Mushroom,0.546,0.196,0.703,129.868,-4.364,0.0873,0
6lbhkPbkKj6jnPTt1FelVo,edm,Bullet Train (feat. Joni Fatora),Stephen Swartz,0.687,0.311,0.771,125.979,-7.173,0.0764,0.806
3Bk2bWV7RLpzGea7EkZ8o7,edm,Back In Time - Extended Mix,Don Diablo,0.415,0.155,0.818,139.981,-6.164,0.0501,0.000215
4vyEY2Nd22H4ErNjSv2qzq,edm,Feel So Close - Nero Remix,Calvin Harris,0.417,0.322,0.872,173.957,-7.586,0.0482,0.759
5swoB29ucX5v1ppUk4YDVG,edm,Turn It Around,Sub Focus,0.66,0.643,0.803,139.855,-2.464,0.141,0.0834
2aNyZbeTHirn7ToWq7IGym,edm,Woo Boost,Various Artists,0.785,0.301,0.475,128.038,-6.374,0.0692,0.0729
15Gqxo3SqVnwQjt6izOKAH,edm,Moar Ghosts n Stuff,deadmau5,0.519,0.18,0.907,140.11,-4.21,0.0574,0.931
4SQfQuxYQx8DJQB88sQmVT,edm,Bigfoot - Dillon Francis Remix,W&W,0.41,0.166,0.712,140.093,-8.519,0.0477,0.929
2L7plRhGDguuuM9J1u5R7x,edm,Need Your Heart (feat. Kai),Adventure Club,0.491,0.18,0.788,180.048,-3.871,0.0719,0.0049
0I7ouoTZnPY76XWsnHuJkl,edm,Staying (DotEXE Remix),Koda,0.42,0.289,0.896,164.973,-7.322,0.17,0.48
4ZHNGs3LJODcWrU197iiwY,edm,Astral Projection,Minnesota,0.736,0.209,0.837,128.02,-5.122,0.362,0.329
1elKl1ciiw49uTFZ4CTbEs,edm,Stopping Us,Deorro,0.581,0.443,0.73,165.843,-5.447,0.0616,0.702
61KHfpOOqUgSWpzfpufkzs,edm,Que Sera,Wax Tailor,0.563,0.154,0.836,105.006,-7.66,0.113,0.0263
48n92l7OnLEURhalUBtsl7,edm,We Can Make The World Stop,The Glitch Mob,0.727,0.695,0.938,126.011,-6.261,0.217,0.000462
6WaBSLUShG3BpQUpXr0CVR,edm,Blessed - Avicii Mix,Tom Hangs,0.691,0.43,0.81,106.935,-6.572,0.0333,0.0049
1P0wLge0z6CiDMztVH0q9i,edm,High School Art Class,Pretty Lights,0.764,0.0605,0.678,84.984,-4.478,0.15,0.000185
2EQhNdnP2LT96NnkkKkm0N,edm,Bass Head,Bassnectar,0.547,0.409,0.814,90.017,-4.87,0.0382,0.0195
7IaecDGUsRDMlQ8fS2seW6,edm,Sky High,Big Gigantic,0.638,0.449,0.933,127.993,-4.776,0.0541,1.61e-06
0IybRjoZcqzZhOHIIhJ1vU,edm,Doomsday Machine,Far Too Loud,0.574,0.337,0.484,126.007,-3.904,0.0519,0.108
40FU2PFAk107qPuV4dJ4qN,edm,Clash - Original Mix,Alesso,0.552,0.316,0.842,127.994,-4.034,0.0791,0.144
6kMGmlmwNLRmh4If8xcFka,edm,Stellar,Daddy's Groove,0.567,0.472,0.74,127.891,-3.727,0.0553,0.794
0pqcBQEac8n9Rf9fMWOZoU,edm,Higher,Beatarce,0.718,0.858,0.703,87.975,-8.393,0.0413,0.855
5ZrrXIYTvjXPKVQMjqaumR,edm,Loud Pipes,Ratatat,0.644,0.0866,0.906,129.003,-6.564,0.0368,0.825
4HRhCGyBhUSP9FIPvokPNL,edm,Dynamo,Various Artists,0.59,0.296,0.939,140.118,-5.674,0.0388,0.229
4SMciQoW2tOVieBAg6U2Qj,edm,I Know the Truth,Pretty Lights,0.532,0.616,0.949,149.962,-2.505,0.0387,3.88e-06
05ghH87Bc09RLmS8QTKIWk,edm,Core - Original Mix,RL Grime,0.39,0.138,0.928,173.871,-12.906,0.0592,0.863
4JJb5x4qGaKXYaxCahGbEq,edm,Everyday - (Netsky Remix),Rusko,0.7,0.0985,0.817,144.022,-7.443,0.0596,6.55e-05
3mAoSvZ1glnC18ZOC21ysv,edm,Kick Snare,Crissy Criss,0.598,0.292,0.871,132.02,-7.014,0.236,0.319
5AhKuJh7iYD6tRJInQJmli,edm,4 Am - Radio Version,Scooter,0.637,0.0646,0.766,126.972,-8.399,0.0646,0.359
5ctnrRh81WicuT6prsCHYc,edm,Peaceblaster '08,STS9,0.54,0.128,0.901,99.991,-8.142,0.281,0.0517
0OwW9dj25kMLx7D4ZJCURJ,edm,Prince,Party Favor,0.42,0.172,0.863,92.131,-5.236,0.143,0.0883
0DanGj9TtgZIjJnHdTbW9v,electro,Finale (feat. Nicholas Petricca),Madeon,0.617,0.391,0.561,128.011,-6.014,0.0462,0
4aJgRbquxdUaU0xEIMQpvs,electro,Lazy Place,Caravan Palace,0.674,0.682,0.882,123.016,-2.298,0.0713,0.000596
6lUY6MoqGgPnA27PHYxem5,electro,Bulletproof,La Roux,0.646,0.447,0.751,87.979,-3.222,0.233,0.00399
66e6O0B9GmSRNAnzB0Bm74,electro,Heartbeats,The Knife,0.604,0.411,0.924,127.862,-8.129,0.0927,0.774
25ys1lEf3z6lvkDEE5mG0R,electro,Where's Your Head At,Basement Jaxx,0.511,0.143,0.851,94.962,-2.224,0.113,0
7JIa42NScxNLiuLIDAdV5r,electro,Miami Showdown,Digitalism,0.596,0.571,0.952,127.945,-7.46,0.0398,0.000104
7B1Dl3tXqySkB8OPEwVvSu,electro,We'll Be Coming Back (feat. Example),Calvin Harris,0.719,0.145,0.712,125.437,-11.67,0.578,0.214
4ftfnryuTPdsuyCiAZAcx8,electro,Wes,Various Artists,0.665,0.902,0.844,119.978,-8.333,0.0277,0.942
1wap9wHVL6wzhmQOuyhwMH,electro,White Noise,Disclosure,0.76,0.816,0.767,123.324,-2.267,0.0529,0.303
3AgEOAo3dvkjtsBmeTGRjg,electro,Get A Move On!,Mr. Scruff,0.747,0.397,0.724,128.039,-6.52,0.0868,0
7C5cXm0CVsiVQppGPCKr9v,electro,Weekends!!! (feat. Sirah) - Zedd Remix,Skrillex,0.591,0.275,0.804,127.991,-3.595,0.0486,0
6i7fGIyktBDlEe4PlpiU0Q,electro,Lunar,David Guetta,0.68,0.968,0.619,129.011,-5.873,0.0401,0.0158
0ZMmb2bnooB89sAFnwt8E4,electro,Lemonade,Boys Noize & Erol Alkan,0.725,0.0365,0.617,128.011,-3.575,0.0454,0.6
2uM8EuKY4FjY8n2JcENJfM,electro,Superliminal,deadmau5,0.451,0.172,0.931,122.961,-9.456,0.061,0.127
1jJci4qxiYcOHhQR247rEU,electro,Kids,MGMT,0.828,0.734,0.55,128.002,-4.478,0.0301,0.000216
1mPojYxvy0oHBPZP3ooGIl,electro,Monster (Original Version),Parov Stelar,0.712,0.289,0.788,117.13,-2.71,0.0402,0.528
2W29TNaSCiolWbPfQNgNOW,electro,Genesis,Justice,0.604,0.14,0.931,128.003,-2.587,0.0627,0.863
61fdvfO4VmZfkZe5I6lYAW,electro,Say My Name (Radio Edit),Porter Robinson,0.981,0.553,0.584,127.009,-8.618,0.133,0
3e8eXFiyDTNSVKoZqVjU76,electro,Cut To The Top,Round Table Knights,0.612,0.114,0.825,125.943,-4.16,0.0349,0.0129
2RS9TJTiHvg0guy8hSmiAF,electro,"The Island - Steve Angello, AN21, Max Vangeli Remix",Pendulum,0.733,0.636,0.673,125.061,-2.912,0.141,0
1qZMPmpD1jDcOA7gZ6TCde,electro,One (Your Name) - Radio Edit,Swedish House Mafia,0.61,0.858,0.952,127.16,-2.479,0.0679,1.56e-05
2hOj248LRl8tW6PZ0xvKW5,electro,Madame Coquette,Béatrice Ardisson,0.624,0.0466,0.86,127.982,-1.966,0.108,0.197
48audnmbPfNEXf9NEeVEOW,electro,Revolution - Vocal Edit,R3HAB,0.453,0.418,0.85,140.05,-5.318,0.0766,0.671
0bdbXNbIRClzywgD6UIPlw,electro,Blind Faith,Chase & Status,0.594,0.362,0.947,140.043,-7.984,0.0465,0.985
4XCHizdk3YrzdveEOAGpob,electro,Kill EVERYBODY - Bare Noize Remix,Skrillex,0.78,0.407,0.938,127.0,-5.648,0.389,1.6e-06
7HsBPZz9DNjSoknVFsOwAh,electro,Bootie in Your Face - No Rock Drop,Deorro,0.599,0.118,0.763,127.997,-4.1,0.156,0.128
1Ca2ELRlvACAeI7xz9c9jR,electro,Spaceman,Hardwell,0.879,0.598,0.561,120.029,-6.968,0.0601,0.814
4Cpc7CmH1AiiJldPkgktF4,electro,Chambermaid Swing,DJ Ravin,0.802,0.622,0.781,125.026,-5.05,0.053,0.000704
41KPpw0EZCytxNkmEMJVgr,electro,One - Radio Edit,Swedish House Mafia,0.716,0.474,0.726,127.937,-5.884,0.0299,0.000522
3giW5O939lZznuJ4GFfPcG,electro,No Beef - Radio Edit,Afrojack,0.645,0.568,0.891,124.915,-4.13,0.0825,0.148
5wQeCrJTJxGZnILnyCBHjI,electro,Lovers on the Sun (feat. Sam Martin),David Guetta,0.791,0.526,0.329,127.021,-9.516,0.0271,0.619
6lWuJS86p0q5JAKekgETcN,electro,Sky and Sand,Paul Kalkbrenner,0.79,0.473,0.616,130.009,-5.828,0.046,0.0619
7n6ibfsRHhCb1Ccl9Fg2CZ,electro,Scream & Shout,will.i.am,0.973,0.201,0.589,128.006,-10.835,0.0973,0.693
6w2A10HCO5nhBCaNLk4aS2,electro,Trumpsta - Djuro Remix,Contiez,0.629,0.581,0.787,125.998,-6.474,0.0279,0.00197
5RByQFt9Mlo8hDYJ921tCv,electro,"Around the World / Harder, Better, Faster, Stronger",Daft Punk,0.959,0.781,0.616,116.008,-6.679,0.177,0.00233
4CKlQsRoWRQHK78FyxY9CJ,electro,Gypsie Doodle,Analogik,0.798,0.624,0.778,96.978,-4.1,0.0283,0.281
5KTZsi6HKh2laUVsgaU3ag,electro,The Beat,C2C,0.626,0.176,0.968,128.969,-3.842,0.101,0.69
1SJWKuVWzg2mXY6dMp9Rsp,electro,You Used to Hold Me,Calvin Harris,0.605,0.219,0.92,174.974,-5.95,0.0446,0.694
3FUZpoj9VV0sgc8RqbS3xQ,electro,Kyoto (feat. Sirah),Skrillex,0.59,0.296,0.939,140.118,-5.786,0.0345,0.0806
4SMciQoW2tOVieBAg6U2Qj,electro,I Know the Truth,Pretty Lights,0.806,0.499,0.615,122.061,-5.842,0.0546,0.000193
5e6ltkEapmCbst7fwncdSI,electro,Imprint of Pleasure - Original Mix,Tube & Berger,0.499,0.533,0.843,127.932,-3.831,0.0301,0.841
457p7UH7hoHrbA2iI4PSCA,electro,Live for the Night,Krewella,0.902,0.782,0.577,128.024,-7.299,0.109,0.877
53niJySqDdCafqXwRpqjbn,electro,Ring Dem Bells,G-Swing,0.924,0.455,0.42,128.977,-2.28,0.041,0.832
3JPcICirkAw4TLp9UzEcfl,electro,Flat Beat,Mr. Oizo,0.542,0.674,0.749,94.031,-3.781,0.31,0
7Cg3F9ZsZ2TYUnlza49NYh,electro,Kong,Bonobo,0.48,0.143,0.841,126.113,-5.696,0.0343,6.25e-05
15ccEhr9NN3Blmdr0hQwj9,electro,Icarus,Madeon,0.62,0.513,0.87,130.079,-10.642,0.0829,0.00418
1p9jcxaGI4jxas9w4LRKwN,electro,Gettin' Over You (feat. Fergie & LMFAO),David Guetta,0.581,0.35,0.877,127.952,-2.479,0.0679,1.56e-05
1UPyhGntpIx9jGJ5UVtKVS,electro,Call Me A Spaceman - Radio Edit,Hardwell,0.753,0.558,0.453,127.95,-5.627,0.0369,0.0502
5MtqVlcRne61JpDPyul9Fk,electro,Vandaag - Original Mix,Bakermat,0.705,0.274,0.949,128.011,-8.074,0.0616,0.17
0WeF2Avp91o78EiEfxHPrw,electro,Flashlight - Original Mix,R3HAB,0.526,0.797,0.539,176.081,-8.333,0.0277,0.942
6nVEdIiB3h5b2TbQhFnQUk,electro,Get Free,Major Lazer,0.695,0.545,0.653,110.007,-8.516,0.0507,0.00449
4DvfGBOSlrzC9QeGEeQGxv,electro,Queens,Caravan Palace,0.574,0.258,0.918,119.051,-4.229,0.0449,0.000115
5hvegt2rnsuCMhDOXkPffC,electro,Spitfire,The Prodigy,0.755,0.186,0.889,127.999,-4.364,0.0873,0
4ce29VAx1D8f3HULOHHA3K,electro,LRAD,Knife Party,0.613,0.476,0.697,122.746,-7.202,0.0304,0.248
0DiWol3AO6WpXZgp0goxAV,electro,One More Time,Daft Punk,0.684,0.573,0.896,125.981,-6.533,0.0356,0.851
5bgYTzUDzerRFN7fp86MkQ,electro,Night by Night,Chromeo,0.658,0.132,0.93,104.018,-10.505,0.0484,0.92
1RJZLVGpBG9nNZiHRQSWTp,electro,Recess,Skrillex,0.51,0.415,0.859,129.968,-15.977,0.0677,0.948
56fwHfJaBpaauvFJrnwk2L,electro,She Wolf (Falling to Pieces) [feat. Sia],David Guetta,0.769,0.506,0.922,127.965,-3.719,0.346,0.0637
0XvjOhwCnXXFOSlBbV9jPN,electro,Barbra Streisand - Radio Edit,Duck Sauce,0.727,0.695,0.938,126.011,-9.729,0.0433,0.115
6WaBSLUShG3BpQUpXr0CVR,electro,Blessed - Avicii Mix,Tom Hangs,0.528,0.587,0.965,136.065,-3.661,0.0602,0.0503
6Sy9BUbgFse0n0LPA5lwy5,electro,Sandstorm,Darude,0.625,0.735,0.856,114.626,-5.646,0.05,0.000991
5FpHiDnEiSW6rv0Na8JRli,electro,Newjack,Justice,0.818,0.0815,0.799,100.014,-3.673,0.0454,0
67awxiNHNyjMXhVgsHuIrs,electro,Turn Down for What,DJ Snake,0.82,0.569,0.894,128.006,-2.298,0.0713,0.000596
40lnMoI2VOareLk5CLvneq,electro,Catgroove,Parov Stelar,0.511,0.0814,0.596,124.964,-7.443,0.0596,6.55e-05
6MVXdWtPSNMlpn7BuGtCWD,electro,Chronicles of a Fallen Love,The Bloody Beetroots,0.745,0.687,0.833,129.961,-3.664,0.185,0
6YXW1aTmWYCfDfVPqkmLI6,electro,Pass This On,The Knife,0.356,0.215,0.966,173.992,-11.816,0.379,0.815
6tC2iHfUlzB2W4ntXXL2BH,electro,Propane Nightmares,Pendulum,0.775,0.518,0.585,109.942,-6.116,0.0501,0.881
2cGxRwrMyEAp8dEbuZaVv6,electro,Instant Crush (feat. Julian Casablancas),Daft Punk,0.367,0.366,0.524,179.858,-4.663,0.0349,0.225
62XtN0YA5LeXd8Iy7nUv1j,electro,Violente Valse,Caravan Palace,0.791,0.329,0.674,128.013,-7.101,0.0536,3.49e-06
2jW9gFhsMc0KR8zvu7b7Bw,electro,Gemini,Marek Hemmann,0.545,0.162,0.675,124.97,-5.269,0.0752,0.891
6HFbq7cewJ7rPiffV0ciil,electro,A Sky Full of Stars,Coldplay,0.818,0.772,0.705,138.559,-8.338,0.102,0.0026
0d28khcov6AiegSCpG5TuT,electro,Feel Good Inc.,Gorillaz,0.723,0.968,0.844,112.023,-7.337,0.0375,0.854
5l3tpTawo4lB99Cnfv4lwp,electro,Yoga Fire,Free the Robots,0.76,0.266,0.91,128.001,-5.335,0.0451,0.0117
7sCIdsYQ8Nxoj6TjB1Eb7P,electro,Toulouse - Original Mix,Nicky Romero,0.602,0.165,0.744,142.065,-5.456,0.0939,0.825
1LgZLXloDTLKtkQ8CJ5IKv,electro,The Parachute Ending,Birdy Nam Nam,0.539,0.432,0.914,141.35,-12.733,0.038,0.651
5osHRqrBmK2Am2FhoNm2FL,electronic,Daydreamer (feat. Example) - Radio Edit,Flux Pavilion,0.634,0.309,0.724,148.024,-5.443,0.0413,0
5zG4pMcM2QILFOFL3Y3ZMf,electronic,"Revolution (feat. Faustix, Imanos & Kai)",Diplo,0.538,0.174,0.813,140.007,-5.353,0.0488,0.612
3woWcxPt1HWi2KiTptZlDe,electronic,Lights - Bassnectar Remix,Bassnectar,0.7,0.142,0.728,127.98,-10.309,0.0287,0.0612
4bJhvPYFBlyoUOo8ts3b6B,electronic,Derezzed,Daft Punk,0.713,0.92,0.876,128.02,-4.758,0.0397,0.00845
7ip53q1Hqc4XZuUV5rgTl2,electronic,The Light,Le Castle Vania,0.595,0.61,0.961,174.071,-2.545,0.118,0.661
2zBXZY8lvzzmtzm07uImXc,electronic,Ragga Bomb,Skrillex,0.776,0.921,0.603,96.888,-12.368,0.0311,0.393
5VA4Ispp52EA1sOqzMz3Av,electronic,All I Want Is You (feat. J. Cole),Miguel,0.713,0.309,0.554,130.089,-6.864,0.104,0.0844
4iHh9ftZKEtTmqnEYuWlm6,electronic,I: Ferocious Body,Born Gold,0.51,0.415,0.859,129.968,-4.093,0.0478,0.624
56fwHfJaBpaauvFJrnwk2L,electronic,She Wolf (Falling to Pieces) [feat. Sia],David Guetta,0.706,0.622,0.913,118.001,-8.399,0.0646,0.359
0GoeLehz2jAcQjgo3pboaX,electronic,Odessa,Caribou,0.754,0.696,0.852,126.98,-4.776,0.0541,1.61e-06
4DbasZyiXWv6NXTPB28qYq,electronic,Tapes & Money,Totally Enormous Extinct Dinosaurs,0.542,0.674,0.749,94.031,-2.912,0.141,0
7Cg3F9ZsZ2TYUnlza49NYh,electronic,Kong,Bonobo,0.817,0.58,0.76,128.034,-5.683,0.154,0.0566
4Yr5qe66FardIDoGVSy6dU,electronic,Sinnerman - Felix Da Housecat's Heavenly House Mix,Various Artists,0.42,0.756,0.765,149.955,-3.905,0.168,0.0965
1yb35WfP1wdOnSfSGDxWUY,electronic,Roman,Housse de Racket,0.596,0.571,0.952,127.945,-3.882,0.0473,0.87
7B1Dl3tXqySkB8OPEwVvSu,electronic,We'll Be Coming Back (feat. Example),Calvin Harris,0.513,0.205,0.775,139.932,-8.618,0.133,0
03EuhmMsEHVFI9ytainStU,electronic,I Can't Stop,Flux Pavilion,0.624,0.376,0.837,126.021,-2.299,0.0461,0.412
0tDbl1SVkdSI4Efi0sA3A8,electronic,Levels - Original Version,Avicii,0.669,0.0779,0.691,127.995,-3.318,0.112,0.118
0RwiVl8S1BFgRgu4YK5w9m,electronic,October,deadmau5,0.229,0.221,0.46,95.178,-5.146,0.1,0.864
3ZXFyG2V6LdXzrFfpCFbJh,electronic,Departure,Baths,0.93,0.345,0.641,127.994,-3.719,0.026,0.00141
3YN1rSuRug82RFXdEMyUQZ,electronic,Scary Monsters and Nice Sprites - Zedd Remix,Skrillex,0.807,0.961,0.51,130.118,-22.526,0.0367,0.931
0IedgQjjJ8Ad4B3UDQ5Lyn,electronic,Fragments of Time (feat. Todd Edwards),Daft Punk,0.479,0.366,0.893,110.015,-8.143,0.0572,0.888
31R8eTyaTxfuhcdOi5r9q8,electronic,Retro City,Adventure Club,0.266,0.158,0.95,127.986,-27.285,0.0373,0.74
1CcS1yrulOFPXYk7NVKAm2,electronic,Flashback,Calvin Harris,0.586,0.219,0.706,127.961,-3.51,0.0863,0.572
4IWLawtdMznqdOnbOR9cWW,electronic,Legacy - Radio Edit,Nicky Romero,0.605,0.219,0.92,174.974,-8.519,0.0477,0.929
3FUZpoj9VV0sgc8RqbS3xQ,electronic,Kyoto (feat. Sirah),Skrillex,0.79,0.473,0.616,130.009,-11.531,0.0369,0.943
7n6ibfsRHhCb1Ccl9Fg2CZ,electronic,Scream & Shout,will.i.am,0.715,0.441,0.902,128.037,-7.1,0.0394,0.844
4osxePfXPhLLm1wlKs79Nw,electronic,Feed The Dada - Radio Edit,Dada Life,0.607,0.125,0.496,125.011,-3.763,0.102,0.0067
2bjYwDI22vc7lHd10Y46nE,electronic,A Form of Change,Simian Mobile Disco,0.682,0.312,0.819,130.032,-7.365,0.0817,0.345
5FCyoZGaN6nRod1oNDJIWZ,electronic,Breathe,The Prodigy,0.687,0.261,0.865,117.015,-3.261,0.11,3.4e-06
2b712q3E27nyW6LGsZxr0y,electronic,Dancing On My Own,Robyn,0.467,0.207,0.723,139.995,-5.206,0.0321,0.00746
0v945WRZhamHsBBqbpW4LH,electronic,Days to Come,Seven Lions,0.806,0.892,0.7,111.215,-5.273,0.0333,5.56e-06
0MyY4WcN7DIfbSmp5yej5z,electronic,Da Funk,Daft Punk,0.658,0.414,0.818,120.02,-7.162,0.0382,0.822
3SZ7gFfFVEwW9jfggcSPWi,electronic,TTHHEE PPAARRTTYY,Justice,0.692,0.426,0.82,127.989,-3.674,0.103,0.15
2NAiEFmgOOUgu5dJRObQRI,electronic,Sun,Caribou,0.688,0.576,0.694,128.009,-7.243,0.181,0.514
2VtX9viww814jnWFERUhAS,electronic,Follow You Down,Zedd,0.556,0.325,0.813,125.98,-12.192,0.0907,0.949
15PdA8p8usmrc4lWbZmm7H,electronic,Allein,Eric Prydz,0.652,0.75,0.621,104.996,-3.565,0.0325,0.043
77eJ2jPNaV8MiuQatgmeQ9,electronic,The Fall,Rhye,0.764,0.937,0.759,128.999,-2.622,0.0606,0
7lsFHOFeMyWiqaKrESLudT,electronic,Ready For The Floor,Hot Chip,0.584,0.166,0.757,139.893,-7.4,0.0772,0.84
3pa9QlU1kAuRHAo2O3J6L4,electronic,So Bright,Pretty Lights,0.46,0.108,0.327,109.253,-6.938,0.0387,0.647
028hSLkHArNGP0EUmIOfLB,electronic,In the Same Room,Julia Holter,0.377,0.0393,0.931,173.995,-4.186,0.0588,0
5Muk08hnvAKtf0MDHqIq5j,electronic,Hold On - Sub Focus Remix,Various Artists,0.88,0.575,0.821,127.907,-5.005,0.0399,0
6zlOUIqcU6juXFww9UNpJK,electronic,Five Hours,Deorro,0.763,0.416,0.484,122.913,-9.211,0.0295,0.366
6rxEjkoar48SssZePbtb2x,electronic,Crystalised,The xx,0.505,0.504,0.861,100.959,-2.689,0.0474,0
60KqmTYKZzSElJidL2U2o1,electronic,Amor Fati,Washed Out,0.337,0.668,0.933,89.94,-4.153,0.0381,0
2S3Pswlcb5VyO9A6OjClkp,electronic,Saratoga,The Soft Pack,0.629,0.581,0.787,125.998,-4.661,0.0406,0
5RByQFt9Mlo8hDYJ921tCv,electronic,"Around the World / Harder, Better, Faster, Stronger",Daft Punk,0.453,0.418,0.85,140.05,-5.754,0.0424,0.868
0bdbXNbIRClzywgD6UIPlw,electronic,Blind Faith,Chase & Status,0.658,0.132,0.93,104.018,-4.53,0.0706,0.109
1RJZLVGpBG9nNZiHRQSWTp,electronic,Recess,Skrillex,0.11,0.104,0.734,70.834,-5.103,0.0769,1.91e-05
4cDzTh5UFJyUrVbBhvYpXM,electronic,Mountain,Gold Panda,0.376,0.147,0.809,121.887,-4.563,0.0869,0
3ZbmDl4M9O587VmD9IqyIj,electronic,The Alphabeat,Various Artists,0.605,0.182,0.965,128.015,-3.007,0.0668,8.9e-05
2w2GduKshRATrsoGJ3MZuc,electronic,Here We Go,Swedish House Mafia,0.613,0.476,0.697,122.746,-4.968,0.136,0.153
0DiWol3AO6WpXZgp0goxAV,electronic,One More Time,Daft Punk,0.665,0.439,0.913,100.005,-4.986,0.0487,0
1UmededMXwZfUFK1ooRxpv,electronic,Flying Spaghetti Monster,Doctor P,0.522,0.638,0.922,169.95,-5.475,0.111,0.000155
2Hyi5qmwDUy6jFVicDKo0a,electronic,The Matrix,Bassnectar,0.571,0.168,0.961,121.959,-5.215,0.142,0
6oLsXoOpnhrvFMtO7H9L1f,electronic,Vietnam,Crystal Castles,0.642,0.233,0.71,126.04,-3.254,0.0895,7.33e-06
6WdUxQRMS71UPU7y8307D7,electronic,#1 in Heaven,MNDR,0.542,0.216,0.134,126.954,-3.286,0.432,1.5e-06
1ph6Bncj7s3BmYp6FkIzP8,electronic,Miss You,Various Artists,0.425,0.261,0.657,118.018,-6.63,0.0379,0
6vIMQB4hBD6ERSOCghGQkj,electronic,Bad Kingdom,Moderat,0.185,0.0335,0.0362,75.131,-4.723,0.0347,0
6d0B924xI8hHs3Xk7enRjj,electronic,"Nocturne - From ""TRON: Legacy""/Score",Daft Punk,0.406,0.211,0.94,127.924,-3.95,0.0521,0.000253
3nlDCf4NjhcYTJlQcWiSNt,electronic,We Own the Night - Original Mix,Tiësto,0.725,0.0365,0.617,128.011,-3.443,0.0565,6.83e-05
2uM8EuKY4FjY8n2JcENJfM,electronic,Superliminal,deadmau5,0.518,0.0378,0.81,115.033,-8.58,0.0312,0
1n44faFqQlaPJoc38S48cj,electronic,Wine,The Blondes,0.331,0.115,0.695,95.908,-2.443,0.117,2.34e-06
5yrHZWuyrOrc4iWnDevono,electronic,After Light,Rustie,0.728,0.882,0.876,133.927,-7.938,0.0698,0.36
3n6JzMMM3TLTfnuyUEfx6Y,electronic,Lost In Your Love,Redlight,0.42,0.104,0.658,135.052,-5.189,0.0331,0
2Mlf3IbJNbx6e8Gdq8i5ua,electronic,Guardian,Stay+,0.575,0.764,0.971,106.052,-4.664,0.0576,0
3ZUMC5OazTA8QtLpdlPdz9,electronic,Sleepyhead,Passion Pit,0.558,0.482,0.642,99.977,-4.275,0.0377,0
0UPsdEgJx6ypkfFUxD3ZHh,electronic,Don't Move,Phantogram,0.508,0.65,0.831,149.915,-2.957,0.0422,0
1vWGa8yC21ZELs9dAhiC2Q,electronic,Starry Eyed,Ellie Goulding,0.718,0.858,0.703,87.975,-4.001,0.0335,0
5ZrrXIYTvjXPKVQMjqaumR,electronic,Loud Pipes,Ratatat,0.604,0.301,0.787,126.062,-3.214,0.0636,2.26e-06
0TDLuuLlV54CkRRUOahJb4,electronic,Titanium (feat. Sia),David Guetta,0.503,0.0987,0.507,128.606,-3.33,0.0312,0
2ABpuao3ZbTjP2cSiX9KZc,electronic,The Prime Time of Your Life,Daft Punk,0.512,0.434,0.401,127.955,-3.604,0.106,0
4RahtE3jOvD8dSmNew6Q7t,electronic,Modern Driveway,Luke Abbott,0.603,0.72,0.861,127.962,-8.143,0.0419,0.767
7b71WsDLb8gG0cSyDTFAEW,electronic,Summer,Calvin Harris,0.482,0.424,0.841,129.818,-4.781,0.0534,0
2ZyXqOSe9F7sXQdzPhV1jz,electronic,Cinema (feat. Gary Go) - Radio Edit,Benny Benassi,0.694,0.545,0.853,130.711,-11.582,0.0338,0.00329
1d0UJ0Y9oeBdS6RKHvF8MI,electronic,Iceni Strings,Nathan Fake,0.218,0.14,0.576,185.987,-7.377,0.055,0
0Xq7FPQaLJgIHSB605YUMy,emo,Sweet Dreams (Are Made Of This),Marilyn Manson,0.528,0.651,0.94,101.588,-3.843,0.0387,3.19e-05
6HJzCcSMggn7Ultxs48dAe,emo,Nobody Puts Baby In The Corner,Fall Out Boy,0.551,0.244,0.865,112.486,-4.62,0.042,0.0368
5GhYfK0jevTEtXOaqCKCxw,emo,Be My Escape,Relient K,0.489,0.125,0.761,119.895,-5.608,0.0452,0
35xnCYrjXbuqhgl7E0rhck,emo,Stay Home,American Football,0.509,0.783,0.93,154.95,-7.062,0.0438,0.711
38DYfOsG1QROMnoHd9JPUc,emo,False Pretense,The Red Jumpsuit Apparatus,0.496,0.243,0.863,110.018,-7.373,0.0715,0.000218
2nLtzopw4rPReszdYBJU6h,emo,Numb,Linkin Park,0.356,0.281,0.88,164.145,-8.125,0.047,0.23
4oxHTcJaYcFYpYNRFD3tyc,emo,Greener with the Scenery,The Used,0.229,0.305,0.942,106.466,-4.535,0.0963,0
7mZjpi86XWnEBiu8VMR3GI,emo,For Want of,Rites of Spring,0.468,0.517,0.949,104.984,-4.388,0.0699,0
2CTEAibq40CvH0QI4Wp081,emo,Ritual,Black Veil Brides,0.396,0.477,0.835,174.932,-3.779,0.144,0.00384
1OoS1CSgFBRkKjB5g7KQDe,emo,Logan to Government Center,Brand New,0.41,0.83,0.959,193.155,-4.073,0.087,0
2ydUT1pFhuLDnouelIv4WH,emo,The Rock Show,blink-182,0.525,0.361,0.934,126.994,-4.788,0.0459,0
0aHOEWCgpvygw0AmFXa9on,emo,Props & Mayhem,Pierce The Veil,0.247,0.592,0.905,170.25,-5.572,0.0486,0
1PTcEXoEfpoY1tpK5WYPh7,emo,Ten Minutes,The Get Up Kids,0.667,0.867,0.871,98.919,-3.215,0.0681,1.65e-06
